year,sex,age_group,nationality,population_july1
2023,male,50-54,spanish,1691809
2023,male,50-54,total,1916180
2023,male,55-59,foreign,162874
2023,male,55-59,spanish,1620157
2023,male,55-59,total,1783031
2023,male,60-64,foreign,116497
2023,male,60-64,spanish,1432539
2023,male,60-64,total,1549036
2023,male,65-69,foreign,85137
2023,male,65-69,spanish,1188158
2023,male,65-69,total,1273295
2023,male,70-74,foreign,62189
2023,male,70-74,spanish,987991
2023,male,70-74,total,1050180
2023,male,75-79,foreign,42623
2023,male,75-79,spanish,822533
2023,male,75-79,total,865156
2023,male,80+,foreign,36213
2023,male,80+,spanish,1046348
2023,male,80+,total,1082561
2023,male,all,foreign,3141887
2023,male,all,spanish,20540044
2023,male,all,total,23681931
2024,all,0-4,foreign,249108
2024,all,0-4,spanish,1480878
2024,all,0-4,total,1729986
2024,all,10-14,foreign,321001
2024,all,10-14,spanish,2159539
2024,all,10-14,total,2480540
2024,all,15-19,foreign,321794
2024,all,15-19,spanish,2345833
2024,all,15-19,total,2667627
2024,all,20-24,foreign,461440
2024,all,20-24,spanish,2176468
2024,all,20-24,total,2637908
2024,all,25-29,foreign,637134
2024,all,25-29,spanish,2011331
2024,all,25-29,total,2648465
2024,all,30-34,foreign,719749
2024,all,30-34,spanish,2135969
2024,all,30-34,total,2855718
2024,all,35-39,foreign,725422
2024,all,35-39,spanish,2331846
2024,all,35-39,total,3057268
2024,all,40-44,foreign,695436
2024,all,40-44,spanish,2892497
2024,all,40-44,total,3587933
2024,all,45-49,foreign,602611
2024,all,45-49,spanish,3494089
2024,all,45-49,total,4096700
2024,all,5-9,foreign,300558
2024,all,5-9,spanish,1870685
2024,all,5-9,total,2171243
2024,all,50-54,foreign,469792
2024,all,50-54,spanish,3431487
2024,all,50-54,total,3901279
2024,all,55-59,foreign,357130
2024,all,55-59,spanish,3298694
2024,all,55-59,total,3655824
2024,all,60-64,foreign,263127
2024,all,60-64,spanish,3018093
2024,all,60-64,total,3281220
2024,all,65-69,foreign,199596
2024,all,65-69,spanish,2583016
2024,all,65-69,total,2782612
2024,all,70-74,foreign,143811
2024,all,70-74,spanish,2142133
2024,all,70-74,total,2285944
2024,all,75-79,foreign,97207
2024,all,75-79,spanish,1895580
2024,all,75-79,total,1992787
2024,all,80+,foreign,87835
2024,all,80+,spanish,2901047
2024,all,80+,total,2988882
2024,all,all,foreign,6652751
2024,all,all,spanish,42169185
2024,all,all,total,48821936
2024,female,0-4,foreign,120946
2024,female,0-4,spanish,719866
2024,female,0-4,total,840812
2024,female,10-14,foreign,154756
2024,female,10-14,spanish,1048185
2024,female,10-14,total,1202941
2024,female,15-19,foreign,148437
2024,female,15-19,spanish,1139315
2024,female,15-19,total,1287752
2024,female,20-24,foreign,215931
2024,female,20-24,spanish,1062100
2024,female,20-24,total,1278031
2024,female,25-29,foreign,310689
2024,female,25-29,spanish,984006
2024,female,25-29,total,1294695
2024,female,30-34,foreign,358879
2024,female,30-34,spanish,1050850
2024,female,30-34,total,1409729
2024,female,35-39,foreign,370553
2024,female,35-39,spanish,1158888
2024,female,35-39,total,1529441
2024,female,40-44,foreign,348929
2024,female,40-44,spanish,1445462
2024,female,40-44,total,1794391
2024,female,45-49,foreign,293057
2024,female,45-49,spanish,1741771
2024,female,45-49,total,2034828
2024,female,5-9,foreign,146147
2024,female,5-9,spanish,908969
2024,female,5-9,total,1055116
2024,female,50-54,foreign,231096
2024,female,50-54,spanish,1716524
2024,female,50-54,total,1947620
2024,female,55-59,foreign,180949
2024,female,55-59,spanish,1672405
2024,female,55-59,total,1853354
2024,female,60-64,foreign,137615
2024,female,60-64,spanish,1551606
2024,female,60-64,total,1689221
2024,female,65-69,foreign,107385
2024,female,65-69,spanish,1351871
2024,female,65-69,total,1459256
2024,female,70-74,foreign,78272
2024,female,70-74,spanish,1147985
2024,female,70-74,total,1226257
2024,female,75-79,foreign,52647
2024,female,75-79,spanish,1057485
2024,female,75-79,total,1110132
2024,female,80+,foreign,49010
2024,female,80+,spanish,1819038
2024,female,80+,total,1868048
2024,female,all,foreign,3305298
2024,female,all,spanish,21576326
2024,female,all,total,24881624
2024,male,0-4,foreign,128162
2024,male,0-4,spanish,761012
2024,male,0-4,total,889174
2024,male,10-14,foreign,166245
2024,male,10-14,spanish,1111354
2024,male,10-14,total,1277599
2024,male,15-19,foreign,173357
2024,male,15-19,spanish,1206518
2024,male,15-19,total,1379875
2024,male,20-24,foreign,245509
2024,male,20-24,spanish,1114368
2024,male,20-24,total,1359877
2024,male,25-29,foreign,326445
2024,male,25-29,spanish,1027325
2024,male,25-29,total,1353770
2024,male,30-34,foreign,360870
2024,male,30-34,spanish,1085119
2024,male,30-34,total,1445989
2024,male,35-39,foreign,354869
2024,male,35-39,spanish,1172958
2024,male,35-39,total,1527827
2024,male,40-44,foreign,346507
2024,male,40-44,spanish,1447035
2024,male,40-44,total,1793542
2024,male,45-49,foreign,309554
2024,male,45-49,spanish,1752318
2024,male,45-49,total,2061872
2024,male,5-9,foreign,154411
2024,male,5-9,spanish,961716
2024,male,5-9,total,1116127
2024,male,50-54,foreign,238696
2024,male,50-54,spanish,1714963
2024,male,50-54,total,1953659
2024,male,55-59,foreign,176181
2024,male,55-59,spanish,1626289
2024,male,55-59,total,1802470
2024,male,60-64,foreign,125512
2024,male,60-64,spanish,1466487
2024,male,60-64,total,1591999
2024,male,65-69,foreign,92211
2024,male,65-69,spanish,1231145
2024,male,65-69,total,1323356
2024,male,70-74,foreign,65539
2024,male,70-74,spanish,994148
2024,male,70-74,total,1059687
2024,male,75-79,foreign,44560
2024,male,75-79,spanish,838095
2024,male,75-79,total,882655
2024,male,80+,foreign,38825
2024,male,80+,spanish,1082009
2024,male,80+,total,1120834
2024,male,all,foreign,3347453
2024,male,all,spanish,20592859
2024,male,all,total,23940312
